Имя файла;Исходный путь;Конечный путь;Категория;Раздел;Подпапка;Ревизия;Тип файла;CRC;Статус
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-004_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-004_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-004_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;138a248e;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;6e26c719;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;d5db6eba;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;7eca1759;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;310565e9;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;8c14cfd7;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;fbeb2ed7;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;a8e43e39;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-015_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-015_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-015_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;d174372f;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;fbc46cae;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-011_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-011_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-011_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;de20f905;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-017_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-017_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-017_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;3a1ba1bc;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;a0f3078e;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;1b49d962;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;b716e01a;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;45961e5d;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;48682843;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ПДФ_отдельные документы\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\пдф\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.pdf;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;пдф;e5f989f7;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-CD-001_rА.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-CD-001_rА.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-CD-001_rА.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;30784c56;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-002,003,004_rА.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-002,003,004_rА.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-002,003,004_rА.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;9c09e409;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-006_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;a4b265a6;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-007_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;0d32816c;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-008_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;6ca749ce;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-009_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;e504bd03;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-012_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;3805fd7d;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-013_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;848f167f;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-DWG-014_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;d946e107;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005,PLN-011, PLN-017_rA.dwg;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005,PLN-011, PLN-017_rA.dwg;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-PLN-005,PLN-011, PLN-017_rA.dwg;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;ad1d22fc;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rА.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rА.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-001_rА.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;3932c9b5;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rА.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rА.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-002_rА.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;4a5073e3;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rА.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rА.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-003_rА.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;12da2acd;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-004_rA.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;29ed3e5d;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rА.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rА.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. А\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-005_rА.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;А;ред.формат;7bbe428f;copied
GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.xlsm;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0135\ФР\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.xlsm;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.000\GPNG-GEP-RD-0407.000-000-IF-NVK0\Рев. A\ред.формат\GPNG-GEP-RD-0407.000-000-IF-NVK0-SPE-006_rA.xlsm;Ранние работы;0407.000;GPNG-GEP-RD-0407.000-000-IF-NVK0;A;ред.формат;123a009a;copied
GPNG-GEP-RD-0407.001-001-CI-KZ0-BOQ-001_r00_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0136\PDF\GPNG-GEP-RD-0407.001-001-CI-KZ0-BOQ-001_r00_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-CI-KZ0\Рев. 00\пдф\GPNG-GEP-RD-0407.001-001-CI-KZ0-BOQ-001_r00_RU.pdf;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-CI-KZ0;00;пдф;b01f380c;copied
GPNG-GEP-RD-0407.001-001-CI-KZ0-CD-001_r00_RU.pdf;C:/Users/YakupovTR/Desktop/miha\GEP-ASPA-GPNG-003-TRA-0136\PDF\GPNG-GEP-RD-0407.001-001-CI-KZ0-CD-001_r00_RU.pdf;C:/Users/YakupovTR/Desktop/misha\Ранние работы\0407.001\GPNG-GEP-RD-0407.001-001-CI-KZ0\Рев. 00\пдф\GPNG-GEP-RD-0407.001-001-CI-KZ0-CD-001_r00_RU.pdf;Ранние работы;0407.001;GPNG-GEP-RD-0407.001-001-CI-KZ0;00;пдф;65470539;copied
